sitename,county,aqi,pollutant,status,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,windspeed,winddirec,datacreationdate,unit,co_8hr,pm2.5_avg,pm10_avg,so2_avg,longitude,latitude,siteid
永和,新北市,44,,良好,0.4,0.31,5,7.2,23,12,5.2,9,3.7,1.5,96,"2024-06-21 06:00",,0.3,13.4,23,1,121.516306,25.017,70
竹山,南投縣,22,,良好,0.7,0.11,4,5.1,18,5,4.4,6.2,1.7,0.7,64,"2024-06-21 06:00",,0,6.8,15,0,120.677306,23.756389,69
中壢,桃園市,30,,良好,,0.44,8.4,7.9,10,8,9.9,20.1,10.1,0.3,154,"2024-06-21 06:00",,0.4,9.2,12,0,121.221667,24.953278,68
三重,新北市,42,,良好,0.6,0.51,2.6,4.2,20,11,12.5,28.5,15.9,-,-,"2024-06-21 06:00",,0.5,12.9,24,1,121.493806,25.072611,67
冬山,宜蘭縣,33,,良好,0,0.42,0,1.8,36,8,7.3,12.1,4.8,0.4,149,"2024-06-21 06:00",,0.2,9.5,33,0,121.792928,24.632203,66
宜蘭,宜蘭縣,16,,良好,0.6,0.15,10.1,9.2,22,6,4,4.9,0.9,0.9,182,"2024-06-21 06:00",,0.1,4.4,16,0,121.746394,24.747917,65
陽明,臺北市,16,,良好,0.6,0.13,9.2,17.7,5,1,3,3.7,0.7,1.9,90,"2024-06-21 06:00",,0.1,4,8,0,121.529583,25.182722,64
花蓮,花蓮縣,11,,良好,0.1,0.12,,9.3,13,3,2.1,2.6,0.5,1.9,230,"2024-06-21 06:00",,0,2.2,11,0,121.599769,23.971306,63
臺東,臺東縣,10,,良好,1.9,0.09,1.9,1.4,12,1,5.2,7.6,2.3,0.2,284,"2024-06-21 06:00",,0,0.5,10,0,121.15045,22.755358,62
恆春,屏東縣,15,,良好,0.6,0.08,11.9,8.5,10,4,1.2,1.5,0.3,3.1,163,"2024-06-21 06:00",,0,4.5,7,0,120.788928,21.958069,61
潮州,屏東縣,12,,良好,0.1,0.06,4.1,2.6,23,1,2.2,2.6,0.3,1,105,"2024-06-21 06:00",,0,1.4,12,0,120.561175,22.523108,60
屏東,屏東縣,12,,良好,0.3,0.11,2.8,3.4,12,1,4.2,5.4,1.2,1,38,"2024-06-21 06:00",,0.1,2.2,12,0,120.488033,22.673081,59
小港,高雄市,20,,良好,4.7,0.4,2,2.5,20,6,10,21,11,0.7,137,"2024-06-21 06:00",,0.3,6.1,16,2,120.337736,22.565833,58
前鎮,高雄市,12,,良好,3.9,0.15,3.3,4.8,13,6,7.3,10.3,2.9,0.5,42,"2024-06-21 06:00",,0.1,3.5,11,1,120.30833356,22.6044507,57
前金,高雄市,13,,良好,2.9,0.21,2.1,3.5,16,6,8.6,10.5,1.9,0.7,132,"2024-06-21 06:00",,0.1,2.4,9,1,120.28676111,22.63390278,56
左營,高雄市,19,,良好,2.6,0.14,4.4,3.2,9,8,5.6,7.3,1.7,1.6,124,"2024-06-21 06:00",,0.1,5.9,11,1,120.292917,22.674861,54
楠梓,高雄市,16,,良好,3.4,0.16,1.4,3.4,17,6,8.2,17.7,9.4,0.6,78,"2024-06-21 06:00",,0.1,5,13,2,120.328289,22.733667,53
林園,高雄市,14,,良好,0.7,0.12,4.8,7.5,20,4,4.5,5.1,0.6,0.8,77,"2024-06-21 06:00",,0,3.5,14,0,120.41175,22.4795,52
大寮,高雄市,15,,良好,0.6,0.11,1.1,4.5,17,5,6,11.2,5.1,0.6,69,"2024-06-21 06:00",,0,4.1,15,0,120.425311,22.56413611,51
鳳山,高雄市,11,,良好,3.3,0.16,2.6,5.8,13,3,5.4,7.1,1.6,0.6,110,"2024-06-21 06:00",,0.1,1.8,11,2,120.357422,22.628126,50
仁武,高雄市,13,,良好,1.2,0.13,7.1,8.1,10,6,5.7,7,1.2,1.6,94,"2024-06-21 06:00",,0.1,4.1,8,1,120.332631,22.689056,49
橋頭,高雄市,19,,良好,2.7,0.1,3,3.3,14,3,7.8,10.2,2.3,1.5,92,"2024-06-21 06:00",,0.1,5.8,11,1,120.305689,22.757506,48
美濃,高雄市,14,,良好,0.7,0.11,7.2,6.1,19,0,2.1,3.1,1,0.6,66,"2024-06-21 06:00",,0.1,2.7,14,0,120.530542,22.883583,47
臺南,臺南市,13,,良好,0.5,0.12,2.3,5.5,10,1,8,9.8,1.8,1,150,"2024-06-21 06:00",,0,1.7,10,0,120.21947897,22.98928311,46
安南,臺南市,18,,良好,1,0.16,5.3,4.9,11,5,6.4,8.5,2,1.4,99,"2024-06-21 06:00",,0.1,5.5,12,1,120.2175,23.048197,45
善化,臺南市,20,,良好,0,0.05,5.4,5.7,9,5,4,5.1,1.1,0.6,161,"2024-06-21 06:00",,0,6.2,10,0,120.29740529,23.11337642,44
新營,臺南市,10,,良好,0.2,0.1,4.8,7.0,16,1,3.8,5.7,1.9,1.2,171,"2024-06-21 06:00",,0,1.4,10,0,120.31725,23.305633,43
嘉義,嘉義市,16,,良好,0.8,0.12,2.9,4.8,20,6,4,5.1,1.1,1.3,107,"2024-06-21 06:00",,0.1,5,15,0,120.44125148,23.46477865,42
臺西,雲林縣,12,,良好,0.8,0.12,4.2,4.5,12,3,4.6,5.8,1.1,2.1,169,"2024-06-21 06:00",,0.1,3,12,0,120.19933333,23.702175,41
朴子,嘉義縣,20,,良好,1,0.16,,3.3,25,8,2.2,12,9.7,0.8,151,"2024-06-21 06:00",,0.1,4.6,20,0,120.2478,23.46538,40
新港,嘉義縣,25,,良好,1.5,0.14,18.3,10.4,31,7,6.8,11.5,4.7,1.3,184,"2024-06-21 06:00",,0.1,7.7,17,1,120.345531,23.554839,39
崙背,雲林縣,25,,良好,1.1,0.15,1.9,4.2,25,9,6.8,9.5,2.7,0.3,172,"2024-06-21 06:00",,0.1,7.7,18,0,120.348742,23.757547,38
斗六,雲林縣,18,,良好,0.5,0.12,8.3,9.4,17,5,2.8,3.9,1.1,0.2,113,"2024-06-21 06:00",,0.1,5.4,16,1,120.544994,23.711853,37
南投,南投縣,18,,良好,0.4,0.13,2,5.4,22,5,3.7,6,2.3,0.2,158,"2024-06-21 06:00",,0.1,4.5,18,0,120.685306,23.913,36
二林,彰化縣,36,,良好,0.9,0.12,3.8,6.1,18,9,6.9,8.5,1.6,0.9,155,"2024-06-21 06:00",,0.1,11.1,31,1,120.409653,23.925175,35
線西,彰化縣,14,,良好,0.6,0.11,8.3,11.4,14,5,5,4.9,0,0.6,182,"2024-06-21 06:00",,0.1,1.8,14,1,120.469061,24.131672,34
彰化,彰化縣,12,,良好,1.2,0.11,7.1,10.8,13,4,5.2,6.5,1.3,1,202,"2024-06-21 06:00",,0,3.5,12,1,120.541519,24.066,33
西屯,臺中市,21,,良好,1.2,0.13,4.3,7.2,24,6,7,9.5,2.5,0.7,191,"2024-06-21 06:00",,0.1,6.5,18,1,120.616917,24.162197,32
忠明,臺中市,16,,良好,0.6,0.15,,9.7,10,7,3.6,5.3,1.7,0.6,197,"2024-06-21 06:00",,0.1,5,14,1,120.641092,24.151958,31
大里,臺中市,24,,良好,0.7,0.18,6.1,7.0,17,7,5.5,6.8,1.3,1,145,"2024-06-21 06:00",,0.1,7.4,13,1,120.67844444,24.09961111,30
沙鹿,臺中市,11,,良好,0.9,0.14,9.1,11.3,13,5,6.9,8.5,1.6,2.1,165,"2024-06-21 06:00",,0.1,3.1,11,0,120.568794,24.225628,29
豐原,臺中市,13,,良好,1.2,0.13,12.5,14.0,6,1,2.1,3.3,1.2,2.4,176,"2024-06-21 06:00",,0.1,2.5,9,1,120.74252414,24.25699731,28
三義,苗栗縣,20,,良好,0.8,0.1,10.3,12.0,10,5,1.6,3.2,1.5,2.4,182,"2024-06-21 06:00",,0.1,6.2,8,1,120.75956754,24.38248443,27
苗栗,苗栗縣,17,,良好,1.3,0.1,10.4,11.3,6,6,4.6,5.6,1,3.5,200,"2024-06-21 06:00",,0,5.3,4,1,120.82011468,24.56499183,26
頭份,苗栗縣,12,,良好,2,0.17,6.4,9.3,16,4,6,7.7,1.7,1.1,190,"2024-06-21 06:00",,0.1,3.2,12,1,120.89869286,24.69690679,25
新竹,新竹市,12,,良好,1.3,0.16,5.4,6.1,8,1,7.7,9.2,1.5,0.7,190,"2024-06-21 06:00",,0.1,2.7,6,,120.97236752,24.8056356,24
竹東,新竹縣,26,,良好,1.3,0.15,1.8,2.3,19,11,3.8,5.6,1.8,0.7,139,"2024-06-21 06:00",,0.1,7.9,17,0,121.08895493,24.74091408,23
湖口,新竹縣,29,,良好,1.3,0.16,5.5,6.4,11,7,7.3,8.6,1.3,2.8,220,"2024-06-21 06:00",,0.1,8.8,11,0,121.03886894,24.90009696,22
龍潭,桃園市,22,,良好,0.9,0.13,6.3,8.6,12,5,6.6,8.3,1.7,1.7,196,"2024-06-21 06:00",,0.1,6.8,14,0,121.21645772,24.86400048,21
平鎮,桃園市,15,,良好,0.3,0.15,5.5,7,11,2,9.3,10.5,1.1,1.2,224,"2024-06-21 06:00",,0.1,3.7,12,0,121.203986,24.952786,20
觀音,桃園市,19,,良好,0.7,0.11,6.6,7.6,12,5,5.7,6.5,0.8,3,237,"2024-06-21 06:00",,0.1,5.7,9,0,121.08283092,25.03556747,19
大園,桃園市,12,,良好,0.5,0.15,8.2,8.7,7,5,6.2,7.7,1.5,2.3,224,"2024-06-21 06:00",,0.1,3.8,8,0,121.20251473,25.06100357,18
桃園,桃園市,19,,良好,0.9,0.17,6.7,7.3,8,6,8.9,10.4,1.5,0.8,217,"2024-06-21 06:00",,0.2,5.7,9,1,121.30500531,24.9947107,17
大同,臺北市,49,,良好,1,0.67,4.1,3.5,21,10,11.6,27.5,15.8,-,-,"2024-06-21 06:00",,0.8,15,25,1,121.51342074,25.06331455,16
松山,臺北市,39,,良好,0.3,0.22,5,6.9,22,10,7.7,9.8,2.1,0.4,217,"2024-06-21 06:00",,0.2,12.1,23,0,121.578611,25.05,15
古亭,臺北市,39,,良好,0.4,0.2,2.9,5.2,24,10,5.2,6.8,1.5,0.8,127,"2024-06-21 06:00",,0.2,12,22,0,121.529556,25.020608,14
萬華,臺北市,36,,良好,0,0.21,6.3,7.0,28,9,6,7.4,1.3,0.6,141,"2024-06-21 06:00",,0.3,11.2,25,0,121.507972,25.046503,13
中山,臺北市,42,,良好,0.3,0.23,5.9,6.2,27,14,7.1,8.9,1.8,0.5,156,"2024-06-21 06:00",,0.3,13,21,0,121.526528,25.062361,12
士林,臺北市,43,,良好,,0.31,2.4,3.1,19,11,15.5,21.5,5.9,0.5,185,"2024-06-21 06:00",,0.3,13.2,18,0,121.51666356,25.10334003,11
淡水,新北市,-1,,,,,,,,,,,,0.3,290,"2024-06-21 06:00",,,,,1,121.449239,25.1645,10
林口,新北市,27,,良好,0.8,0.18,3.2,7.0,11,8,14.6,26.4,11.7,1.6,215,"2024-06-21 06:00",,0.1,8.4,10,0,121.36548982,25.07798949,9
菜寮,新北市,48,,良好,1,0.39,3.5,6.0,26,12,10.7,14,3.2,0.6,164,"2024-06-21 06:00",,0.4,14.7,25,0,121.481028,25.06895,8
新莊,新北市,50,,良好,0.3,0.27,3.2,3.4,30,16,10.9,14.2,3.2,0.5,180,"2024-06-21 06:00",,0.3,15.3,29,0,121.4325,25.037972,7
板橋,新北市,34,,良好,0.8,0.39,3.6,4.5,23,11,14.5,20.4,5.9,0.4,84,"2024-06-21 06:00",,0.3,10.4,22,0,121.458667,25.012972,6
土城,新北市,60,細懸浮微粒,普通,0.5,0.3,3.2,3.6,26,21,10,20.6,10.6,0.3,130,"2024-06-21 06:00",,0.2,19.3,26,1,121.451861,24.982528,5
新店,新北市,45,,良好,0.5,0.19,7.1,8.4,25,13,3.5,5.6,2.1,1.8,187,"2024-06-21 06:00",,0.1,13.8,26,0,121.537778,24.977222,4
萬里,新北市,32,,良好,0.2,0.23,7.4,8.1,19,8,7,8.7,1.7,1.4,182,"2024-06-21 06:00",,0.2,10,22,0,121.689881,25.179667,3
汐止,新北市,39,,良好,1,0.47,2.9,3.2,21,10,12,21,8.9,0.8,263,"2024-06-21 06:00",,0.4,12,23,1,121.64081,25.06624,2
基隆,基隆市,31,,良好,1,0.23,2.4,3.5,19,10,7.7,12.2,4.5,0.6,303,"2024-06-21 06:00",,0.2,9.5,21,1,121.760056,25.129167,1
屏東(枋山),屏東縣,7,,良好,0,0.12,7,8.6,8,1,1.4,2,0.6,4.5,89,"2024-06-21 05:00",,0,,7,0,120.651472,22.260899,313
大甲（日南國小）,臺中市,10,,良好,0.4,0.19,8.9,11.6,3,1,4.6,5.6,0.9,1.1,112,"2024-06-21 05:00",,0.2,2,7,0,120.65525382,24.39017512,312
新北(樹林),新北市,49,,良好,0.1,0.16,3.9,6.8,29,15,6,9.4,3.4,0.1,92,"2024-06-21 05:00",,0.1,15,29,0,121.38352778,24.94902778,311
屏東（琉球）,屏東縣,15,,良好,0.3,0.03,6.1,8.2,14,6,0.9,1.2,0.3,0.5,87,"2024-06-21 05:00",,0,4.7,9,0,120.37722,22.35222,204
臺南（麻豆）,臺南市,14,,良好,0.4,0.11,3.9,4.3,11,4,4.7,8.9,4.1,0.2,126,"2024-06-21 05:00",,0.1,4.2,12,0,120.24583056,23.17904722,203
高雄（湖內）,高雄市,16,,良好,0.7,0.15,1.7,4.5,16,7,6.3,8,1.7,0.8,95,"2024-06-21 05:00",,0.1,5,11,0,120.24535,22.87985556,202
彰化（員林）,彰化縣,16,,良好,1.2,0.06,10,13.3,9,3,3.8,4.8,1,0.5,98,"2024-06-21 05:00",,0,5,12,1,120.56373,23.96117,201
大城,彰化縣,13,,良好,1.2,0.09,1.7,7.6,21,4,7.2,8.6,1.3,1,198,"2024-06-21 05:00",,0,2.7,13,1,120.26964167,23.85493056,85
富貴角,新北市,23,,良好,0.8,0.15,9.2,13.0,17,7,8.5,9,0.5,1.8,236,"2024-06-21 05:00",,0.1,7.2,17,0,121.53656894,25.29681695,84
麥寮,雲林縣,9,,良好,1.4,0.1,4.8,7.6,9,2,2.8,3.8,1,1.7,194,"2024-06-21 05:00",,0.1,2.5,9,1,120.251825,23.753506,83
關山,臺東縣,21,,良好,0.2,,0,1.7,,,,,,0.3,247,"2024-06-21 05:00",,0,3,21,0,121.161933,23.045083,80
馬公,澎湖縣,13,,良好,0.7,0.07,13,14.1,6,,1.8,2.1,0.2,0.3,232,"2024-06-21 05:00",,0.1,,4,0,119.566158,23.569031,78
金門,金門縣,10,,良好,0.6,0.09,7.4,11.5,6,4,6.8,8.2,1.4,1.3,243,"2024-06-21 05:00",,0,2,3,0,118.312256,24.432133,77
馬祖,連江縣,11,,良好,0.7,0.1,9,9.9,8,5,5.5,6.3,0.8,4.1,211,"2024-06-21 05:00",,0,3.2,11,0,119.93149378,26.15188416,75
埔里,南投縣,31,,良好,0.9,0.15,1.4,5.4,18,11,3.5,5,1.5,0.7,338,"2024-06-21 05:00",,0.1,9.7,18,1,120.967903,23.968842,72
復興,高雄市,11,,良好,1.9,0.15,1.9,4.5,11,4,6.1,7.7,1.5,1.1,89,"2024-06-21 05:00",,0.1,3.4,6,1,120.312017,22.608711,71
永和,新北市,45,,良好,0.4,0.23,5.1,8.2,23,13,5.1,6.9,1.7,0.9,180,"2024-06-21 05:00",,0.3,13.8,23,1,121.516306,25.017,70
竹山,南投縣,24,,良好,0.7,0.09,1.8,6.1,17,5,4.3,5.5,1.1,0.6,195,"2024-06-21 05:00",,0,7.5,15,0,120.677306,23.756389,69
中壢,桃園市,30,,良好,,0.25,4.4,7.9,13,10,10.3,17.2,6.8,0.4,169,"2024-06-21 05:00",,0.4,9.3,12,0,121.221667,24.953278,68
三重,新北市,43,,良好,0.4,0.39,2.8,4.9,27,12,11.4,19.6,8.1,-,-,"2024-06-21 05:00",,0.6,13.2,24,1,121.493806,25.072611,67
冬山,宜蘭縣,31,,良好,0,0.24,0,2.8,29,7,5.6,9.5,3.9,0.6,195,"2024-06-21 05:00",,0.1,9,31,0,121.792928,24.632203,66
宜蘭,宜蘭縣,14,,良好,0.6,0.13,6.9,9.2,14,4,3.6,4.3,0.6,0.3,214,"2024-06-21 05:00",,0.1,4.1,14,0,121.746394,24.747917,65
陽明,臺北市,17,,良好,0.6,0.11,11.4,18.5,6,3,2.6,3.3,0.7,2.8,40,"2024-06-21 05:00",,0.1,4.7,10,0,121.529583,25.182722,64
花蓮,花蓮縣,11,,良好,0.1,0.1,,9.8,18,1,2,2.1,0.1,0.7,209,"2024-06-21 05:00",,0,2.4,11,0,121.599769,23.971306,63
臺東,臺東縣,9,,良好,2.1,0.07,0.9,1.8,8,0,5.1,6.6,1.5,0.2,294,"2024-06-21 05:00",,0.1,0.5,9,0,121.15045,22.755358,62
恆春,屏東縣,16,,良好,0.6,0.08,8.1,8.2,7,4,1.2,1.6,0.4,4.1,168,"2024-06-21 05:00",,0,4.9,7,0,120.788928,21.958069,61
潮州,屏東縣,10,,良好,0.2,0.05,2.4,2.8,7,2,2.3,2.7,0.4,1,88,"2024-06-21 05:00",,0,1.3,10,0,120.561175,22.523108,60
屏東,屏東縣,12,,良好,0.4,0.09,2.8,4.1,12,1,4.5,5.3,0.7,0.6,61,"2024-06-21 05:00",,0.1,2,12,0,120.488033,22.673081,59
小港,高雄市,20,,良好,5.1,0.28,0.2,3.0,15,10,10.3,18.4,8.1,1.6,132,"2024-06-21 05:00",,0.3,6.2,16,2,120.337736,22.565833,58
前鎮,高雄市,10,,良好,3.3,0.17,1.6,5.1,14,5,6.9,9.4,2.5,0.3,114,"2024-06-21 05:00",,0.1,3.1,10,1,120.30833356,22.6044507,57
前金,高雄市,12,,良好,1.7,0.17,2.7,3.8,10,2,7.3,7.8,0.4,1.1,149,"2024-06-21 05:00",,0.1,1.7,8,1,120.28676111,22.63390278,56
左營,高雄市,17,,良好,1.5,0.13,3.1,3.3,11,7,5.7,7.1,1.4,2.1,137,"2024-06-21 05:00",,0.1,5.3,12,1,120.292917,22.674861,54
楠梓,高雄市,16,,良好,1.7,0.18,2,4.0,13,7,9.3,12.1,2.7,1.2,147,"2024-06-21 05:00",,0.1,4.8,13,2,120.328289,22.733667,53
林園,高雄市,12,,良好,2,0.09,3.3,8.4,20,4,4.7,5.1,0.4,1,83,"2024-06-21 05:00",,0,3.3,12,0,120.41175,22.4795,52
大寮,高雄市,15,,良好,0.9,0.1,0.3,5.7,18,7,6.5,10.4,3.9,0.6,71,"2024-06-21 05:00",,0,3.7,15,0,120.425311,22.56413611,51
鳳山,高雄市,11,,良好,4.7,0.21,3.1,6.7,15,1,4.7,5.7,1,0.6,113,"2024-06-21 05:00",,0.1,1.7,11,2,120.357422,22.628126,50
仁武,高雄市,11,,良好,1.1,0.11,4.9,9.1,12,4,5.4,6.3,0.8,1.5,111,"2024-06-21 05:00",,0.1,3.4,7,1,120.332631,22.689056,49
橋頭,高雄市,19,,良好,2.4,0.09,0.6,3.6,13,6,8.7,10.5,1.8,1.8,134,"2024-06-21 05:00",,0.1,6,10,1,120.305689,22.757506,48
美濃,高雄市,13,,良好,0.7,0.1,3.8,6.5,10,1,2.3,3.1,0.7,0.8,60,"2024-06-21 05:00",,0.1,3.5,13,0,120.530542,22.883583,47
臺南,臺南市,12,,良好,0.3,0.11,2.1,6.7,17,0,7.2,8.4,1.1,1.1,190,"2024-06-21 05:00",,0,2,10,0,120.21947897,22.98928311,46
安南,臺南市,17,,良好,1.2,0.17,2.7,5.0,17,7,6.4,8.6,2.1,2.8,124,"2024-06-21 05:00",,0.1,5.2,12,1,120.2175,23.048197,45
善化,臺南市,20,,良好,0,0.05,4.4,5.5,12,5,3.4,4.5,1.1,0.7,150,"2024-06-21 05:00",,0,6.2,10,0,120.29740529,23.11337642,44
新營,臺南市,8,,良好,0.2,0.09,5.2,7.5,9,1,3.2,5,1.8,0.3,186,"2024-06-21 05:00",,0.1,1.5,8,0,120.31725,23.305633,43
嘉義,嘉義市,17,,良好,0.9,0.09,3.3,6.6,24,6,3.1,3.6,0.5,1.3,110,"2024-06-21 05:00",,0.1,5.2,14,0,120.44125148,23.46477865,42
臺西,雲林縣,13,,良好,1.1,0.11,2.5,5.7,13,4,5.4,6.2,0.8,2,200,"2024-06-21 05:00",,0.1,3,13,0,120.19933333,23.702175,41
朴子,嘉義縣,18,,良好,1,0.1,1.2,4.1,23,6,8.1,11,2.9,1,152,"2024-06-21 05:00",,0.1,3.7,18,0,120.2478,23.46538,40
新港,嘉義縣,27,,良好,1.3,0.1,6.4,10.1,14,8,6,7.6,1.6,0.4,96,"2024-06-21 05:00",,0.1,8.4,14,1,120.345531,23.554839,39
崙背,雲林縣,25,,良好,1.1,0.14,0.8,6.0,15,8,7.2,8.9,1.6,0.6,126,"2024-06-21 05:00",,0.1,7.7,16,0,120.348742,23.757547,38
斗六,雲林縣,18,,良好,0.5,0.1,7.9,10.8,21,8,1.9,2.8,0.9,0.2,128,"2024-06-21 05:00",,0.1,5.4,15,1,120.544994,23.711853,37
南投,南投縣,18,,良好,0.4,0.1,3.2,7.2,23,6,2.3,3.8,1.4,0.2,176,"2024-06-21 05:00",,0.1,4.2,18,0,120.685306,23.913,36
二林,彰化縣,37,,良好,1.2,0.13,2.6,8.0,37,10,8.9,10.4,1.4,1,172,"2024-06-21 05:00",,0.1,11.5,33,1,120.409653,23.925175,35
線西,彰化縣,14,,良好,0.8,0.11,5.6,13.3,15,0,6,6,0,1.6,189,"2024-06-21 05:00",,0.1,1.5,14,1,120.469061,24.131672,34
彰化,彰化縣,12,,良好,2.6,0.09,7.2,11.8,14,2,4.9,5.9,1,0.9,194,"2024-06-21 05:00",,0,3.6,12,1,120.541519,24.066,33
西屯,臺中市,21,,良好,1.2,0.12,4.1,8.7,22,7,6.4,8.5,2,1.4,196,"2024-06-21 05:00",,0.1,6.5,18,1,120.616917,24.162197,32
忠明,臺中市,15,,良好,0.7,0.13,6.7,10.4,21,5,3.4,4.6,1.2,1.1,190,"2024-06-21 05:00",,0.1,4.5,14,1,120.641092,24.151958,31
大里,臺中市,24,,良好,0.6,0.13,4.6,8.1,14,5,4.7,4.6,0,1,261,"2024-06-21 05:00",,0.1,7.5,13,1,120.67844444,24.09961111,30
沙鹿,臺中市,13,,良好,0.9,0.12,5.5,11.5,10,5,8.4,9.7,1.3,2.1,165,"2024-06-21 05:00",,0.1,2.5,11,0,120.568794,24.225628,29
豐原,臺中市,13,,良好,0.9,0.11,12.7,14.1,7,2,1.7,2.5,0.8,2.5,184,"2024-06-21 05:00",,0.1,2.5,9,1,120.74252414,24.25699731,28
三義,苗栗縣,19,,良好,0.9,0.1,9.5,12.0,7,5,1.9,3.1,1.2,1.9,194,"2024-06-21 05:00",,0.1,6,8,1,120.75956754,24.38248443,27
苗栗,苗栗縣,18,,良好,1.2,0.11,8.9,11.1,3,4,3.4,4,0.6,2.3,200,"2024-06-21 05:00",,0.1,5.4,4,1,120.82011468,24.56499183,26
頭份,苗栗縣,11,,良好,1.8,0.15,7.7,9.7,11,2,4.9,6,1.1,0.8,215,"2024-06-21 05:00",,0.1,3.1,11,1,120.89869286,24.69690679,25
新竹,新竹市,10,,良好,0.5,0.14,5.9,6.2,5,0,6.1,7,0.8,1.2,230,"2024-06-21 05:00",,0.1,3,6,,120.97236752,24.8056356,24
竹東,新竹縣,21,,良好,0.5,0.12,1.4,2.6,20,7,3.2,4.1,0.9,0.4,157,"2024-06-21 05:00",,0.1,6.6,17,0,121.08895493,24.74091408,23
湖口,新竹縣,31,,良好,,,,6.7,,,,,,2.6,221,"2024-06-21 05:00",,0.1,9.5,12,0,121.03886894,24.90009696,22
龍潭,桃園市,24,,良好,1,0.12,6.7,9.7,18,6,6.6,7.8,1.2,2.3,207,"2024-06-21 05:00",,0.1,7.4,14,0,121.21645772,24.86400048,21
平鎮,桃園市,18,,良好,0.1,0.14,3.3,7.0,16,4,11.4,12.5,1.1,1.4,198,"2024-06-21 05:00",,0.1,3.9,13,0,121.203986,24.952786,20
觀音,桃園市,20,,良好,0.2,0.09,8.8,8.3,7,5,5.4,5.8,0.4,3.2,252,"2024-06-21 05:00",,0.1,6.2,8,0,121.08283092,25.03556747,19
大園,桃園市,13,,良好,0.5,0.15,7.4,8.9,8,2,6.1,7.4,1.2,1.6,204,"2024-06-21 05:00",,0.1,4,9,0,121.20251473,25.06100357,18
桃園,桃園市,18,,良好,0.7,0.16,7.2,7.8,7,6,7.9,8.7,0.8,1.3,192,"2024-06-21 05:00",,0.2,5.4,9,1,121.30500531,24.9947107,17
大同,臺北市,49,,良好,0.9,0.48,2.9,3.5,23,13,10.4,16.1,5.7,-,-,"2024-06-21 05:00",,1,15,25,1,121.51342074,25.06331455,16
松山,臺北市,40,,良好,0.3,0.21,6.9,7.7,21,14,8.2,9.1,0.8,0.7,209,"2024-06-21 05:00",,0.3,12.4,23,0,121.578611,25.05,15
古亭,臺北市,40,,良好,0.4,0.16,5.1,6.6,21,16,4.5,5.4,0.8,1.2,128,"2024-06-21 05:00",,0.2,12.4,21,0,121.529556,25.020608,14
萬華,臺北市,39,,良好,0,0.23,3,7.7,27,9,7.9,9.3,1.4,0.3,144,"2024-06-21 05:00",,0.3,11.9,24,0,121.507972,25.046503,13
中山,臺北市,42,,良好,0.3,0.26,3.4,7.0,19,9,9.3,11.1,1.8,0.9,119,"2024-06-21 05:00",,0.3,12.8,20,0,121.526528,25.062361,12
士林,臺北市,44,,良好,0.2,0.24,4,3.7,15,10,12.2,14,1.8,0.4,223,"2024-06-21 05:00",,0.3,13.4,17,0,121.51666356,25.10334003,11
淡水,新北市,-1,,,,,,,,,,,,0.3,70,"2024-06-21 05:00",,,,,1,121.449239,25.1645,10
林口,新北市,28,,良好,0.7,0.15,3.6,7.6,10,11,13.1,15.2,2.1,1.9,241,"2024-06-21 05:00",,0.1,8.5,11,0,121.36548982,25.07798949,9
菜寮,新北市,48,,良好,0.5,0.28,3.3,7.0,24,15,9,10.8,1.8,0.4,155,"2024-06-21 05:00",,0.4,14.7,25,0,121.481028,25.06895,8
新莊,新北市,47,,良好,0.4,0.26,0.3,4.0,26,15,11.9,13.8,1.9,0.8,256,"2024-06-21 05:00",,0.4,14.6,28,0,121.4325,25.037972,7
板橋,新北市,34,,良好,0.8,0.34,3.7,6.4,22,11,13.1,15.7,2.5,0.4,236,"2024-06-21 05:00",,0.4,10.4,22,0,121.458667,25.012972,6
土城,新北市,59,細懸浮微粒,普通,0.6,0.27,1.4,4.3,32,20,10.8,15.7,4.8,0.9,135,"2024-06-21 05:00",,0.2,18.7,26,1,121.451861,24.982528,5
新店,新北市,46,,良好,0.5,0.17,4.7,9.2,31,12,2.9,4.6,1.6,1.8,190,"2024-06-21 05:00",,0.2,14.3,27,0,121.537778,24.977222,4
萬里,新北市,32,,良好,0.3,0.21,4,8.6,24,9,6.8,7.9,1.1,1.2,181,"2024-06-21 05:00",,0.2,9.9,22,0,121.689881,25.179667,3
汐止,新北市,41,,良好,1,0.44,1.1,3.3,23,13,13.7,20.1,6.4,0.5,205,"2024-06-21 05:00",,0.4,12.6,23,1,121.64081,25.06624,2
基隆,基隆市,29,,良好,0.9,0.22,2.5,4.4,20,15,7.9,8.8,0.9,0.6,65,"2024-06-21 05:00",,0.2,8.9,21,1,121.760056,25.129167,1
屏東(枋山),屏東縣,7,,良好,0.1,0.11,7.1,8.9,9,2,1.5,1.8,0.3,3.9,89,"2024-06-21 04:00",,0,,7,0,120.651472,22.260899,313
大甲（日南國小）,臺中市,10,,良好,0.3,0.19,7.9,11.8,7,0,6.2,7.6,1.4,1.2,85,"2024-06-21 04:00",,0.2,2,8,0,120.65525382,24.39017512,312
新北(樹林),新北市,49,,良好,0.1,0.13,6.2,8,29,13,3.8,4.2,0.4,0,107,"2024-06-21 04:00",,0.2,15,28,0,121.38352778,24.94902778,311
