sitename,county,aqi,pollutant,status,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,windspeed,winddirec,datacreationdate,unit,co_8hr,pm2.5_avg,pm10_avg,so2_avg,longitude,latitude,siteid
三義,苗栗縣,19,,良好,,,40.3,19,15,9,,,,3,207,"2024-06-21 12:00",,0.1,5.9,11,1,120.75956754,24.38248443,27
苗栗,苗栗縣,18,,良好,2.1,0.16,42.7,19.7,29,9,7.6,10.5,2.9,3.9,230,"2024-06-21 12:00",,0.1,4.7,10,1,120.82011468,24.56499183,26
頭份,苗栗縣,17,,良好,1.5,0.15,40.7,17.9,27,5,4.1,6.2,2,4.6,262,"2024-06-21 12:00",,0.1,3.9,17,1,120.89869286,24.69690679,25
新竹,新竹市,14,,良好,2.5,0.18,34,15.2,20,5,8.7,11.6,2.9,4.1,239,"2024-06-21 12:00",,0.1,4.4,12,1,120.97236752,24.8056356,24
竹東,新竹縣,14,,良好,0.8,0.16,44.5,15.5,16,2,3.7,4.4,0.7,2.5,254,"2024-06-21 12:00",,0.1,3.7,13,0,121.08895493,24.74091408,23
湖口,新竹縣,28,,良好,1.7,0.13,35.6,16.5,17,10,3.7,5.1,1.3,4.8,246,"2024-06-21 12:00",,0.1,8.6,18,0,121.03886894,24.90009696,22
龍潭,桃園市,15,,良好,1.3,0.21,45.8,16.2,18,3,5.6,6.8,1.2,3.7,248,"2024-06-21 12:00",,0.1,3.9,13,0,121.21645772,24.86400048,21
平鎮,桃園市,15,,良好,0.6,0.19,42.2,16.8,20,4,8,9.6,1.6,3,270,"2024-06-21 12:00",,0.1,3.9,15,0,121.203986,24.952786,20
觀音,桃園市,22,,良好,0.1,0.07,31.7,16.2,12,11,3,4,0.9,4.5,258,"2024-06-21 12:00",,0.1,6.8,14,0,121.08283092,25.03556747,19
大園,桃園市,18,,良好,1.3,0.16,35.6,16.6,16,5,4.8,6.8,2,4.6,247,"2024-06-21 12:00",,0.1,5.4,13,0,121.20251473,25.06100357,18
桃園,桃園市,17,,良好,1.1,0.21,45.3,18.4,21,8,7.7,9.3,1.5,2.2,273,"2024-06-21 12:00",,0.1,3.7,11,0,121.30500531,24.9947107,17
大同,臺北市,38,,良好,1.6,0.41,,7.2,23,13,16.6,20.5,3.9,-,-,"2024-06-21 12:00",,1.1,11.8,22,1,121.51342074,25.06331455,16
松山,臺北市,32,,良好,,,,13.5,23,10,,,,,,"2024-06-21 12:00",,0.2,9.8,19,0,121.578611,25.05,15
古亭,臺北市,34,,良好,1.1,0.27,60.1,21.9,25,10,12.1,13.7,1.5,1.3,335,"2024-06-21 12:00",,0.2,10.6,20,0,121.529556,25.020608,14
萬華,臺北市,31,,良好,0.7,0.36,54.5,20.8,33,12,17,19.4,2.4,2.4,20,"2024-06-21 12:00",,0.2,9.6,23,0,121.507972,25.046503,13
中山,臺北市,38,,良好,1.1,0.32,53.3,20.3,27,13,15.4,18.9,3.5,3.7,3,"2024-06-21 12:00",,0.3,11.8,19,0,121.526528,25.062361,12
士林,臺北市,39,,良好,0.9,0.23,43.5,19.5,34,16,13.7,17.1,3.3,3.1,327,"2024-06-21 12:00",,0.2,12.1,20,0,121.51666356,25.10334003,11
淡水,新北市,52,懸浮微粒,普通,1.9,0.19,36.6,25.1,99,14,,,,2.7,320,"2024-06-21 12:00",,0.1,5.2,52,1,121.449239,25.1645,10
林口,新北市,24,,良好,1.2,0.18,44.3,16.9,28,7,8.1,9,0.9,3.2,244,"2024-06-21 12:00",,0.1,7.4,16,0,121.36548982,25.07798949,9
菜寮,新北市,43,,良好,1.2,0.26,51.5,21.0,30,13,11.4,13.4,2,3.4,325,"2024-06-21 12:00",,0.3,13.1,25,0,121.481028,25.06895,8
新莊,新北市,38,,良好,0.5,0.2,41.5,19.2,40,12,9.6,11.4,1.8,2.7,10,"2024-06-21 12:00",,0.2,11.8,29,0,121.4325,25.037972,7
板橋,新北市,28,,良好,1.3,0.25,47.3,20.0,22,8,9.1,11.2,2.1,1.5,347,"2024-06-21 12:00",,0.3,8.6,18,0,121.458667,25.012972,6
土城,新北市,51,細懸浮微粒,普通,0.8,0.16,49.7,18.7,24,,5.8,7,1.2,2.1,230,"2024-06-21 12:00",,0.2,15.7,20,0,121.451861,24.982528,5
新店,新北市,37,,良好,0.9,0.2,56.3,24.1,14,10,6.2,8.1,1.8,2.7,325,"2024-06-21 12:00",,0.2,11.4,21,0,121.537778,24.977222,4
萬里,新北市,21,,良好,0.2,0.12,23.8,16.9,9,3,3,5.3,2.3,1.3,46,"2024-06-21 12:00",,0.1,6.6,17,0,121.689881,25.179667,3
汐止,新北市,38,,良好,1.5,0.61,63.9,22.8,10,11,10.1,12.3,2.1,1.9,51,"2024-06-21 12:00",,0.5,11.8,19,1,121.64081,25.06624,2
基隆,基隆市,16,,良好,1.1,0.16,25.1,14.5,17,2,2.3,3.4,1.1,1.3,95,"2024-06-21 12:00",,0.2,4.6,16,1,121.760056,25.129167,1
屏東(枋山),屏東縣,12,,良好,0.2,0.1,22.5,13.6,12,2,0.4,0.6,0.2,3.3,188,"2024-06-21 11:00",,0.1,1.6,9,0,120.651472,22.260899,313
大甲（日南國小）,臺中市,12,,良好,0.9,0.21,28.8,12.9,18,2,4.2,5.7,1.4,1.5,301,"2024-06-21 11:00",,0.2,2.2,12,0,120.65525382,24.39017512,312
新北(樹林),新北市,39,,良好,0.3,0.13,27.1,10.8,9,5,4.9,6.3,1.3,0.3,71,"2024-06-21 11:00",,0.1,12.1,21,0,121.38352778,24.94902778,311
屏東（琉球）,屏東縣,21,,良好,0.2,0.06,13.2,8.6,17,6,0.9,1.8,0.9,1.1,122,"2024-06-21 11:00",,0,6.5,13,0,120.37722,22.35222,204
臺南（麻豆）,臺南市,19,,良好,1.1,0.19,33.5,10.2,23,12,8.2,11.1,2.8,0.2,173,"2024-06-21 11:00",,0.1,6,16,0,120.24583056,23.17904722,203
高雄（湖內）,高雄市,23,,良好,0.9,0.09,13,6.9,21,5,1.7,5.1,3.4,2.7,210,"2024-06-21 11:00",,0.1,7.1,18,0,120.24535,22.87985556,202
彰化（員林）,彰化縣,21,,良好,1.8,0.19,25.4,12.8,23,5,5.3,8.5,3.1,0.9,81,"2024-06-21 11:00",,0.1,6.5,15,1,120.56373,23.96117,201
大城,彰化縣,21,,良好,1.8,0.05,31,12.3,21,7,2.7,3.4,0.6,5.3,221,"2024-06-21 11:00",,0,5.3,21,1,120.26964167,23.85493056,85
富貴角,新北市,25,,良好,0.9,0.19,35.6,16.9,27,12,4,5.8,1.8,3.3,257,"2024-06-21 11:00",,0.1,7.8,20,0,121.53656894,25.29681695,84
麥寮,雲林縣,14,,良好,1.9,0.11,31.3,11.8,19,4,1.3,2.4,1,3.5,255,"2024-06-21 11:00",,0.1,3.7,14,1,120.251825,23.753506,83
關山,臺東縣,20,,良好,,0.07,15,5.3,20,2,2,3.4,1.4,3,191,"2024-06-21 11:00",,0,2.8,20,0,121.161933,23.045083,80
馬公,澎湖縣,13,,良好,0.7,0.09,17.8,14.3,1,0,2.4,4.1,1.7,1.3,261,"2024-06-21 11:00",,0.1,0.7,2,0,119.566158,23.569031,78
金門,金門縣,12,,良好,1.2,0.11,28.1,13.1,4,4,5,7.2,2.2,3.3,207,"2024-06-21 11:00",,0.1,3,5,0,118.312256,24.432133,77
馬祖,連江縣,20,,良好,1,0.1,31.4,15.9,19,8,3.5,5.5,1.9,3.1,191,"2024-06-21 11:00",,0,6,20,0,119.93149378,26.15188416,75
埔里,南投縣,34,,良好,1,0.11,25.7,11.4,15,9,0.7,1.7,1,4.3,276,"2024-06-21 11:00",,0.1,10.6,17,1,120.967903,23.968842,72
復興,高雄市,10,,良好,1.5,0.18,12.7,5.6,19,4,5.6,11,5.3,1.2,218,"2024-06-21 11:00",,0.2,3.2,10,1,120.312017,22.608711,71
永和,新北市,41,,良好,0.9,0.46,34.9,11.6,12,9,14.1,21.3,7.2,1.5,279,"2024-06-21 11:00",,0.6,12.5,20,1,121.516306,25.017,70
竹山,南投縣,31,,良好,1,0.07,33.1,11.6,10,7,2.1,3.2,1,2,283,"2024-06-21 11:00",,0.1,9.5,15,0,120.677306,23.756389,69
中壢,桃園市,35,,良好,0,0.67,21.2,8.9,18,8,21.4,44.3,22.9,1.1,72,"2024-06-21 11:00",,0.6,8.4,17,0,121.221667,24.953278,68
三重,新北市,52,二氧化氮,普通,1.2,0.65,,6.6,,15,32.6,66.5,33.9,-,-,"2024-06-21 11:00",,0.6,12.8,21,0,121.493806,25.072611,67
冬山,宜蘭縣,36,,良好,1,0.26,29.4,8.4,16,8,6,11.3,5.3,1.7,16,"2024-06-21 11:00",,0.3,11.1,31,0,121.792928,24.632203,66
宜蘭,宜蘭縣,20,,良好,1.5,0.2,29.6,16.9,33,4,4,6.1,2,3.2,87,"2024-06-21 11:00",,0.1,5.7,20,0,121.746394,24.747917,65
陽明,臺北市,18,,良好,1.1,0.25,37.8,17.1,19,7,6.5,7.8,1.2,1.7,340,"2024-06-21 11:00",,0.1,5.4,12,0,121.529583,25.182722,64
花蓮,花蓮縣,10,,良好,,0.1,,,4,2,,,,3.2,135,"2024-06-21 11:00",,0.1,1.9,10,0,121.599769,23.971306,63
臺東,臺東縣,11,,良好,1,0.16,14.6,6.1,12,0,2.9,5.7,2.8,1.8,155,"2024-06-21 11:00",,0.1,0.3,11,0,121.15045,22.755358,62
恆春,屏東縣,12,,良好,0.6,0.09,20.4,13.3,10,1,0.4,0.8,0.4,4.1,174,"2024-06-21 11:00",,0,3.5,10,0,120.788928,21.958069,61
潮州,屏東縣,15,,良好,0.8,0.06,17.1,8.2,11,2,0.7,0.6,0,3.6,230,"2024-06-21 11:00",,0,1.1,15,0,120.561175,22.523108,60
屏東,屏東縣,17,,良好,0.5,0.14,17.3,8.3,23,1,2.9,4.5,1.5,2.9,168,"2024-06-21 11:00",,0.1,3,17,0,120.488033,22.673081,59
小港,高雄市,23,,良好,1.1,0.09,12.7,4.6,14,6,7,12.8,5.8,3.1,160,"2024-06-21 11:00",,0.2,7.1,18,2,120.337736,22.565833,58
前鎮,高雄市,14,,良好,1.5,0.18,13.4,6.0,19,3,6.2,13.1,6.9,1.8,152,"2024-06-21 11:00",,0.2,3.9,14,2,120.30833356,22.6044507,57
前金,高雄市,11,,良好,0.5,0.09,16.1,7.0,20,3,5.5,9.6,4,4,176,"2024-06-21 11:00",,0.1,3.5,11,1,120.28676111,22.63390278,56
左營,高雄市,23,,良好,1.3,0.15,14,6.9,20,5,7.2,13.6,6.4,2.9,194,"2024-06-21 11:00",,0.1,7.1,18,1,120.292917,22.674861,54
楠梓,高雄市,23,,良好,2.7,0.28,21.4,7.2,37,10,11.9,16.1,4.1,2.9,179,"2024-06-21 11:00",,0.2,7.2,23,2,120.328289,22.733667,53
林園,高雄市,13,,良好,0.5,0.08,17.2,9.3,15,3,2.1,3.1,1,3.7,182,"2024-06-21 11:00",,0,3.5,13,0,120.41175,22.4795,52
大寮,高雄市,19,,良好,0.5,0.07,15.8,6.1,23,5,1.8,3.5,1.7,3,177,"2024-06-21 11:00",,0.1,5.2,19,0,120.425311,22.56413611,51
鳳山,高雄市,15,,良好,1.3,0.33,,6.9,14,,6.1,9.8,3.7,1.8,140,"2024-06-21 11:00",,0.2,3.2,15,2,120.357422,22.628126,50
仁武,高雄市,22,,良好,2.8,0.25,18.5,10.2,19,9,9.7,15.8,6,3.4,179,"2024-06-21 11:00",,0.1,6.7,13,1,120.332631,22.689056,49
橋頭,高雄市,19,,良好,2.6,0.22,23.8,8.4,21,8,8.6,12.8,4.2,3.6,207,"2024-06-21 11:00",,0.1,6,16,1,120.305689,22.757506,48
美濃,高雄市,13,,良好,1.1,0.11,30.9,11.8,8,4,2.8,4,1.1,3,193,"2024-06-21 11:00",,0.1,1.7,13,0,120.530542,22.883583,47
臺南,臺南市,16,,良好,1.1,0.17,29,10.4,26,6,7.9,10.3,2.3,3.8,210,"2024-06-21 11:00",,0.1,2,16,0,120.21947897,22.98928311,46
安南,臺南市,18,,良好,1.3,0.23,36.7,11.3,26,7,6.9,9.5,2.5,3.2,186,"2024-06-21 11:00",,0.2,5.6,16,1,120.2175,23.048197,45
善化,臺南市,20,,良好,0.6,0.11,31.1,11.2,16,9,3.8,6.5,2.7,3,186,"2024-06-21 11:00",,0,6.1,11,0,120.29740529,23.11337642,44
新營,臺南市,12,,良好,1.4,0.21,29,11.3,17,5,3.7,6,2.2,1.9,195,"2024-06-21 11:00",,0.1,1.7,12,0,120.31725,23.305633,43
嘉義,嘉義市,14,,良好,1.2,0.11,21.4,8.8,9,1,2.3,3.4,1.1,3.6,239,"2024-06-21 11:00",,0.1,3.6,14,0,120.44125148,23.46477865,42
臺西,雲林縣,19,,良好,1.4,0.11,32.1,11.5,22,6,2.4,3.1,0.6,4.3,227,"2024-06-21 11:00",,0.1,5.6,19,0,120.19933333,23.702175,41
朴子,嘉義縣,20,,良好,1.5,0.27,28.3,9.1,30,6,5.9,15.3,9.4,2.2,272,"2024-06-21 11:00",,0.1,5.4,20,0,120.2478,23.46538,40
新港,嘉義縣,22,,良好,2.1,0.13,29.5,14.4,16,8,3.1,5,1.9,3.3,229,"2024-06-21 11:00",,0.1,6.7,20,1,120.345531,23.554839,39
崙背,雲林縣,21,,良好,1.2,0.11,24.6,8.5,17,7,2.2,2.6,0.3,1.8,235,"2024-06-21 11:00",,0.1,6.6,16,0,120.348742,23.757547,38
斗六,雲林縣,16,,良好,1.1,0.17,28.8,13.6,9,4,2.4,3.9,1.5,2.3,217,"2024-06-21 11:00",,0.1,4.9,14,1,120.544994,23.711853,37
南投,南投縣,16,,良好,0.6,0.12,25.5,10.5,16,2,,,,2.9,237,"2024-06-21 11:00",,0.1,3.2,16,0,120.685306,23.913,36
二林,彰化縣,34,,良好,1.7,0.11,28.6,11.4,18,8,2.4,3.1,0.7,3.9,258,"2024-06-21 11:00",,0.1,10.4,26,1,120.409653,23.925175,35
線西,彰化縣,17,,良好,1.8,0.11,30,13.4,13,5,4.7,5.6,0.9,5,247,"2024-06-21 11:00",,0.1,5.1,13,0,120.469061,24.131672,34
彰化,彰化縣,12,,良好,1.2,0.11,27.8,13.1,16,2,4.8,8.7,3.9,2.3,297,"2024-06-21 11:00",,0.1,1.5,12,1,120.541519,24.066,33
西屯,臺中市,19,,良好,1.7,0.11,28.5,11.2,16,6,3.5,5.4,1.9,3.1,210,"2024-06-21 11:00",,0.1,5.2,19,1,120.616917,24.162197,32
忠明,臺中市,11,,良好,1.2,0.16,,10.2,16,1,4.2,6.8,2.6,1.9,250,"2024-06-21 11:00",,0.1,2.4,11,1,120.641092,24.151958,31
大里,臺中市,21,,良好,0.9,0.14,28.6,11.2,12,9,4.3,4.7,0.4,2.8,245,"2024-06-21 11:00",,0.1,6.6,13,1,120.67844444,24.09961111,30
沙鹿,臺中市,15,,良好,,,,8.9,18,9,,,,,,"2024-06-21 11:00",,0.1,4.7,13,0,120.568794,24.225628,29
豐原,臺中市,15,,良好,1.1,0.16,32.6,16.9,19,5,3.7,5.6,1.9,3.5,208,"2024-06-21 11:00",,0.1,2.6,10,1,120.74252414,24.25699731,28
三義,苗栗縣,17,,良好,1,0.13,32.9,15.2,16,9,3.6,6.4,2.8,3.4,198,"2024-06-21 11:00",,0.1,5.3,9,1,120.75956754,24.38248443,27
苗栗,苗栗縣,14,,良好,1.3,0.13,36.2,15.6,9,1,4,5.4,1.4,2.9,231,"2024-06-21 11:00",,0.1,4,6,1,120.82011468,24.56499183,26
頭份,苗栗縣,15,,良好,1.9,0.2,30.3,13.8,26,3,5.7,8.9,3.2,5.3,274,"2024-06-21 11:00",,0.1,3.8,15,1,120.89869286,24.69690679,25
新竹,新竹市,15,,良好,1.8,0.22,25.7,11.9,16,5,8.3,11.6,3.2,4.1,238,"2024-06-21 11:00",,0.1,4.5,11,,120.97236752,24.8056356,24
竹東,新竹縣,15,,良好,0.5,0.14,33.3,10.1,10,0,2.7,3.6,0.9,2.9,239,"2024-06-21 11:00",,0.1,4.5,14,0,121.08895493,24.74091408,23
湖口,新竹縣,25,,良好,,,,11.3,23,8,,,,4.3,256,"2024-06-21 11:00",,0.1,7.8,16,0,121.03886894,24.90009696,22
龍潭,桃園市,15,,良好,,,,11.0,11,0,,,,4.2,249,"2024-06-21 11:00",,0.1,4.6,11,0,121.21645772,24.86400048,21
平鎮,桃園市,14,,良好,0.4,0.17,34.1,11.9,15,4,7.6,9.5,1.9,2.7,277,"2024-06-21 11:00",,0.1,4.2,14,0,121.203986,24.952786,20
觀音,桃園市,21,,良好,0,0.12,28.5,13.6,20,5,4.8,6.3,1.4,5.5,254,"2024-06-21 11:00",,0.1,6.4,14,0,121.08283092,25.03556747,19
大園,桃園市,17,,良好,1.1,0.19,29.3,13.5,16,5,5.2,7.8,2.5,4.4,253,"2024-06-21 11:00",,0.1,5.2,11,0,121.20251473,25.06100357,18
桃園,桃園市,12,,良好,1,0.2,33.6,13.9,13,4,6.9,9.2,2.2,1.6,204,"2024-06-21 11:00",,0.1,2.6,10,0,121.30500531,24.9947107,17
大同,臺北市,51,二氧化氮,普通,1.6,1.17,15.2,6.6,22,12,31.9,68,36.1,-,-,"2024-06-21 11:00",,1.1,12.5,22,1,121.51342074,25.06331455,16
松山,臺北市,31,,良好,0.5,0.25,36.2,12.3,13,6,13.9,20.3,6.3,1.7,297,"2024-06-21 11:00",,0.2,9.7,19,0,121.578611,25.05,15
古亭,臺北市,35,,良好,0.8,0.22,41.9,14.9,17,8,8.3,10.4,2,1.3,166,"2024-06-21 11:00",,0.2,10.7,19,0,121.529556,25.020608,14
萬華,臺北市,31,,良好,0.4,0.27,43,14.6,21,5,10.1,12.4,2.2,1.5,302,"2024-06-21 11:00",,0.2,9.7,22,0,121.507972,25.046503,13
中山,臺北市,38,,良好,0.6,0.32,40.6,14.0,20,12,14.1,18.7,4.6,2,322,"2024-06-21 11:00",,0.3,11.7,18,0,121.526528,25.062361,12
士林,臺北市,37,,良好,0.5,0.29,40.8,14.4,30,17,14.4,17.5,3.1,2.3,315,"2024-06-21 11:00",,0.2,11.5,18,0,121.51666356,25.10334003,11
淡水,新北市,35,,良好,1.8,0.21,31.3,22.8,46,7,7.4,9.3,1.9,2.4,310,"2024-06-21 11:00",,0.1,3.7,35,1,121.449239,25.1645,10
林口,新北市,23,,良好,1.1,0.18,35.2,12.2,21,8,7.5,9.1,1.6,2.3,283,"2024-06-21 11:00",,0.1,7.2,14,0,121.36548982,25.07798949,9
菜寮,新北市,42,,良好,0.9,0.28,44.1,14.7,22,16,10.3,12.8,2.5,3.3,353,"2024-06-21 11:00",,0.3,12.9,24,0,121.481028,25.06895,8
新莊,新北市,39,,良好,0.5,0.18,38.9,14.0,21,8,6.8,8.1,1.3,1.1,212,"2024-06-21 11:00",,0.2,12,26,0,121.4325,25.037972,7
板橋,新北市,29,,良好,1,0.2,42,14.6,17,6,7.1,9.4,2.2,2.5,322,"2024-06-21 11:00",,0.3,8.9,18,0,121.458667,25.012972,6
土城,新北市,54,細懸浮微粒,普通,0.6,0.16,39.6,12.8,19,14,5.4,7.1,1.7,1.6,252,"2024-06-21 11:00",,0.2,16.9,20,0,121.451861,24.982528,5
新店,新北市,39,,良好,0.8,0.18,44.1,17.7,18,9,5.4,7.2,1.7,2.2,197,"2024-06-21 11:00",,0.2,12,23,0,121.537778,24.977222,4
萬里,新北市,23,,良好,1,0.18,30.4,14.5,20,6,7.8,11.5,3.6,1.4,18,"2024-06-21 11:00",,0.2,7,19,0,121.689881,25.179667,3
汐止,新北市,40,,良好,1.5,0.61,50.9,15.6,15,11,9.5,12.2,2.7,1.7,281,"2024-06-21 11:00",,0.5,12.3,21,1,121.64081,25.06624,2
基隆,基隆市,17,,良好,1.5,0.16,34,11.9,12,2,3,4.2,1.1,1.2,87,"2024-06-21 11:00",,0.2,5.1,16,1,121.760056,25.129167,1
屏東(枋山),屏東縣,10,,良好,0.1,0.11,21.5,11.4,11,4,0.9,1.9,0.9,2.8,187,"2024-06-21 10:00",,0.1,1.5,9,0,120.651472,22.260899,313
大甲（日南國小）,臺中市,10,,良好,0.7,0.22,19.7,10.4,14,3,3.9,6.5,2.6,1.2,73,"2024-06-21 10:00",,0.2,2.7,10,0,120.65525382,24.39017512,312
新北(樹林),新北市,44,,良好,0.2,0.15,20.3,8,13,9,5.8,8.4,2.5,0.5,79,"2024-06-21 10:00",,0.1,13.5,24,0,121.38352778,24.94902778,311
屏東（琉球）,屏東縣,22,,良好,0.3,0.09,12.7,7.8,17,8,0.8,2,1.1,1.2,117,"2024-06-21 10:00",,0,6.7,12,0,120.37722,22.35222,204
臺南（麻豆）,臺南市,16,,良好,1.3,0.17,18.9,6.6,17,6,5.3,9.2,3.9,2.1,148,"2024-06-21 10:00",,0.1,4.9,15,0,120.24583056,23.17904722,203
高雄（湖內）,高雄市,23,,良好,1.4,0.17,13.7,5.8,27,8,7.2,12.1,4.9,2.2,199,"2024-06-21 10:00",,0.1,7.2,16,0,120.24535,22.87985556,202
彰化（員林）,彰化縣,24,,良好,1.4,0.15,16.8,10.9,17,7,4.4,8.5,4,1.3,76,"2024-06-21 10:00",,0,7.3,13,1,120.56373,23.96117,201
大城,彰化縣,20,,良好,2,0.05,22.7,8.9,15,7,3.4,4.5,1.1,3.9,221,"2024-06-21 10:00",,0,4.3,20,1,120.26964167,23.85493056,85
富貴角,新北市,23,,良好,0.7,0.15,25.5,14.0,20,5,5.1,8.1,2.9,2.9,261,"2024-06-21 10:00",,0.1,7.2,18,0,121.53656894,25.29681695,84
麥寮,雲林縣,14,,良好,2.1,0.13,20.7,8.6,15,6,2.4,4.4,2,3.9,233,"2024-06-21 10:00",,0.1,3.3,14,1,120.251825,23.753506,83
關山,臺東縣,21,,良好,,0.08,15.9,3.5,15,0,1.9,3.4,1.4,2.1,185,"2024-06-21 10:00",,0,2.7,21,0,121.161933,23.045083,80
馬公,澎湖縣,12,,良好,0.7,0.1,16.9,13.7,4,0,3,5.2,2.1,0.2,195,"2024-06-21 10:00",,0.1,,3,0,119.566158,23.569031,78
金門,金門縣,9,,良好,1.2,0.1,19.8,10.7,5,2,5.4,8.9,3.5,2.4,201,"2024-06-21 10:00",,0,2.4,5,0,118.312256,24.432133,77
馬祖,連江縣,19,,良好,1,0.1,24.6,13.1,59,8,3.8,6.2,2.4,2.7,186,"2024-06-21 10:00",,0,5.5,19,0,119.93149378,26.15188416,75
埔里,南投縣,37,,良好,1.1,0.12,28.1,8.5,10,12,2.2,4.4,2.1,2.1,320,"2024-06-21 10:00",,0.1,11.3,18,1,120.967903,23.968842,72
復興,高雄市,10,,良好,2.5,0.19,9.3,4.7,7,2,6.5,14,7.4,1.2,239,"2024-06-21 10:00",,0.2,3.1,8,1,120.312017,22.608711,71
永和,新北市,43,,良好,1,0.74,19.8,8.1,14,11,14.3,27.9,13.5,1.4,281,"2024-06-21 10:00",,0.5,13.1,22,1,121.516306,25.017,70
竹山,南投縣,32,,良好,0.8,0.09,23.3,7.8,10,8,2.5,3.8,1.2,2.5,329,"2024-06-21 10:00",,0.1,9.8,17,0,120.677306,23.756389,69
中壢,桃園市,28,,良好,0,0.61,15,7.2,26,10,17.4,46.6,29.2,0.8,60,"2024-06-21 10:00",,0.6,8.3,16,0,121.221667,24.953278,68
三重,新北市,43,,良好,0.8,0.72,18,5.9,21,11,25.4,63,37.5,-,-,"2024-06-21 10:00",,0.6,13.2,22,1,121.493806,25.072611,67
冬山,宜蘭縣,36,,良好,1.5,0.58,16.2,4.7,28,13,11.7,23,11.2,2.6,43,"2024-06-21 10:00",,0.3,11.2,32,0,121.792928,24.632203,66
宜蘭,宜蘭縣,20,,良好,1.1,0.2,27.7,14.2,14,8,3.6,5.5,1.9,2,48,"2024-06-21 10:00",,0.1,6.1,18,0,121.746394,24.747917,65
陽明,臺北市,15,,良好,1.1,0.26,26.3,14.8,12,6,6.9,8.7,1.7,0.8,210,"2024-06-21 10:00",,0.1,4.7,10,0,121.529583,25.182722,64
花蓮,花蓮縣,11,,良好,2.5,0.12,13.2,6.8,8,3,2.7,4.2,1.5,2.2,119,"2024-06-21 10:00",,0.1,2,11,0,121.599769,23.971306,63
臺東,臺東縣,11,,良好,1.1,0.19,11.8,4.3,12,0,2.7,6.3,3.6,1.4,177,"2024-06-21 10:00",,0.1,0.8,11,0,121.15045,22.755358,62
恆春,屏東縣,12,,良好,0.5,0.09,18.2,11.6,11,3,0.6,1,0.4,4.6,169,"2024-06-21 10:00",,0,3.7,10,0,120.788928,21.958069,61
潮州,屏東縣,16,,良好,1.2,0.06,15.2,6.3,21,2,1.2,1.7,0.4,2.6,188,"2024-06-21 10:00",,0,1,16,0,120.561175,22.523108,60
屏東,屏東縣,16,,良好,0.6,0.15,16.5,6.4,15,3,3.2,4.9,1.7,3,169,"2024-06-21 10:00",,0.1,3.6,16,0,120.488033,22.673081,59
小港,高雄市,22,,良好,1.5,0.12,7.8,3.4,17,8,9.9,19,9.1,2.4,160,"2024-06-21 10:00",,0.2,6.8,19,2,120.337736,22.565833,58
前鎮,高雄市,13,,良好,4.5,0.16,11,5.1,20,1,5.5,13.6,8.1,2.4,185,"2024-06-21 10:00",,0.2,4,13,2,120.30833356,22.6044507,57
前金,高雄市,12,,良好,0.5,0.09,11.4,5.6,10,4,5.9,11.4,5.4,4.1,173,"2024-06-21 10:00",,0.1,3.7,9,1,120.28676111,22.63390278,56
左營,高雄市,23,,良好,1.9,0.15,8.8,5.6,21,5,7.5,15,7.5,3.1,194,"2024-06-21 10:00",,0.2,7.2,16,1,120.292917,22.674861,54
楠梓,高雄市,21,,良好,2.5,0.27,13.4,4.6,29,11,10.9,15.9,4.9,2.3,196,"2024-06-21 10:00",,0.1,6.4,20,2,120.328289,22.733667,53
林園,高雄市,15,,良好,0.4,0.09,15.8,8.2,13,2,2,2.6,0.5,2.7,169,"2024-06-21 10:00",,0,3.8,15,0,120.41175,22.4795,52
大寮,高雄市,19,,良好,0.5,0.07,13.7,4.4,21,6,1.8,3.8,2,2.5,181,"2024-06-21 10:00",,0.1,4.8,19,0,120.425311,22.56413611,51
鳳山,高雄市,15,,良好,1.1,0.24,14.9,6.8,15,3,5,8.1,3,1.3,97,"2024-06-21 10:00",,0.1,2.9,15,2,120.357422,22.628126,50
仁武,高雄市,20,,良好,1.8,0.25,15.7,8.8,17,10,9.8,14.6,4.7,2.7,161,"2024-06-21 10:00",,0.1,6.1,12,1,120.332631,22.689056,49
橋頭,高雄市,18,,良好,2.2,0.24,17.9,6.0,23,8,8.4,13.4,5,2.7,166,"2024-06-21 10:00",,0.1,5.4,14,1,120.305689,22.757506,48
美濃,高雄市,14,,良好,0.8,0.1,21.9,8.4,20,0,2.1,3.2,1.1,2,182,"2024-06-21 10:00",,0.1,1.4,14,0,120.530542,22.883583,47
臺南,臺南市,13,,良好,1.1,0.21,24.3,7.2,19,1,8.4,11.3,2.9,2.7,195,"2024-06-21 10:00",,0.1,1.2,13,0,120.21947897,22.98928311,46
安南,臺南市,18,,良好,1.3,0.23,21.2,7.2,17,7,7.9,12.7,4.8,4.1,137,"2024-06-21 10:00",,0.2,5.5,14,1,120.2175,23.048197,45
善化,臺南市,18,,良好,0.5,0.11,20.7,8.1,10,5,2.8,4.5,1.7,3.7,177,"2024-06-21 10:00",,0,5.5,11,0,120.29740529,23.11337642,44
新營,臺南市,11,,良好,1.1,0.23,18.1,8.6,11,2,3.3,6.5,3.2,2.3,190,"2024-06-21 10:00",,0.1,1.3,11,0,120.31725,23.305633,43
嘉義,嘉義市,15,,良好,1.5,0.11,17.3,6.6,12,2,2.3,3.9,1.5,2.8,214,"2024-06-21 10:00",,0.1,4.3,15,0,120.44125148,23.46477865,42
